,YEAR,MONTH,COUNTRY,SITUATION,FORECAST,REGION
8854,2013,DEC,YEMEN,"During the ﬁ rst half of December, several hundred late instar hopper groups and bands continued to be present on the northern coast of the Red Sea between Al Zuhrah (1541N/4300E) and Midi (1619N/4248E) and, to a lesser extent, on the central coast near Hodeidah (1450N/4258E). As hoppers ﬂ edged, there was an increasing number of immature adult groups and at least a dozen swarms formed and matured during the remainder of the  month. Some of the swarms mved north to the Saudi Arabia border and the foothills west of Sada’a (1656N/4345E). Egg-laying occurred on the northern coast during the second week by several mature adult groups and on the 22nd by a mature swarm. Ground teams treated 24,099 ha during December. On the Gulf of Aden coast, a few third to ﬁ fth instar hopper groups and bands as well as scattered immature and mature solitarious adults persisted during the ﬁ rst week near Am Rija (1302N/4434E). An immature swarm was seen on the 5th in the nearby foothills. Field operations were limited due to insecurity and beekeeping.","First-generation adult groups and swarms will continue to form on the northern Tihama during January, mature and lay eggs. Locust numbers will increase as second-generation hatching and band formation occur from early January onwards. New groups and swarms are likely to form in February. Locust numbers will also increase on the Gulf of Aden coast west of Aden where a second generation of breeding will take place, giving rise to hopper groups and bands.",CENTRAL REGION
8855,2013,DEC,OMAN,"No locusts were seen during surveys carried out in December in the northern interior southwest of Ibri (2314N/5630E), between Adam (2223N/5731E) and Ibra (2243N/5831E), on the Batinah coast near Jamma (2333N/5733E), and on the Musandam Peninsula.",No significant developments are likely.,CENTRAL REGION
8856,2013,DEC,BAHRAIN,,  No significant developments are likely.,CENTRAL REGION
8857,2013,DEC,IRAQ,,  No significant developments are likely.,CENTRAL REGION
8858,2013,DEC,ISRAEL,,  No significant developments are likely.,CENTRAL REGION
8859,2013,DEC,JORDAN,,  No significant developments are likely.,CENTRAL REGION
8860,2013,DEC,KENYA,,  No significant developments are likely.,CENTRAL REGION
8861,2013,DEC,KUWAIT,,  No significant developments are likely.,CENTRAL REGION
8862,2013,DEC,LEBANON,,  No significant developments are likely.,CENTRAL REGION
8863,2013,DEC,PALESTINE,,  No significant developments are likely.,CENTRAL REGION
8864,2013,DEC,QATAR,,  No significant developments are likely.,CENTRAL REGION
8865,2013,DEC,SYRIA,,  No significant developments are likely.,CENTRAL REGION
8866,2013,DEC,TANZANIA,,  No significant developments are likely.,CENTRAL REGION
8867,2013,DEC,TURKEY,,  No significant developments are likely.,CENTRAL REGION
8868,2013,DEC,UGANDA,,  No significant developments are likely.,CENTRAL REGION
8869,2013,DEC,UAE,,  No significant developments are likely.,CENTRAL REGION
8870,2013,DEC,IRAN,No locusts were seen during surveys carried out on the southeastern coastal plains near Jask (2540N/5746E) and Chabahar (2517N/6036E) in December.,Low numbers of adults my appear in areas of recent rainfall along the southeast coast at the end of the forecast period.,EASTERN REGION
8871,2013,DEC,PAKISTAN,No surveys were carried out and no locusts were reported during December. ,Low numbers of adults my appear in areas of recent rainfall along the Baluchistan coast at the end of the forecast period.,EASTERN REGION
8872,2013,DEC,INDIA,No locusts were seen during surveys carried out in December in Rajasthan and Gujarat.,No significant developments are likely.,EASTERN REGION
8873,2013,DEC,AFGHANISTAN,No reports received.,No significant developments are likely.,EASTERN REGION
8874,2013,FEB,MAURITANIA,"Seven small immature swarms, 180-600 ha in size at densities up to 16 adults/m2, appeared in the northwest up to 90 km east of Nouadhibou (2056N/1702W) from adjacent areas in Western Sahara on 4-18 February. A few groups of immature transiens adults at densities up to 5,000 adults/ha were present in the same area. Ground teams treated 2,740 ha in February.",Isolated adults my persist in parts of Dakhlet Nouadhibou. Small-scale breeding could occur in parts of Tiris-Zemmour if rain falls during the forecast period.,WESTERN REGION
8875,2013,FEB,MALI,No surveys were carried out and no locusts were reported during February. ,Low numbers of adults are likely to be present and will persist in a few areas of the Adrar des Iforas. No significant developments are likely.,WESTERN REGION
8876,2013,FEB,NIGER,No surveys were carried out and no locusts were reported during February. ,Low numbers of locusts are likely to be present and will persist in parts of the Air Mountains. No significant developments are likely.,WESTERN REGION
8877,2013,FEB,CHAD,No surveys were carried out and no locusts were reported during February. ,No significant developments are likely.,WESTERN REGION
8878,2013,FEB,SENEGAL,No surveys were carried out and no locusts were reported during February. ,No significant developments are likely.,WESTERN REGION
8879,2013,FEB,BENIN,,No significant developments are likely.,WESTERN REGION
8880,2013,FEB,BURKINA FASO,,No significant developments are likely.,WESTERN REGION
8881,2013,FEB,CAMEROON,,No significant developments are likely.,WESTERN REGION
8882,2013,FEB,CAPE VERDE,,No significant developments are likely.,WESTERN REGION
8883,2013,FEB,CÔTE D’IVOIRE,,No significant developments are likely.,WESTERN REGION
8884,2013,FEB,GAMBIA,,No significant developments are likely.,WESTERN REGION
8885,2013,FEB,GHANA,,No significant developments are likely.,WESTERN REGION
8886,2013,FEB,GUINEA,,No significant developments are likely.,WESTERN REGION
8887,2013,FEB,GUINEA  BISSAU,,No significant developments are likely.,WESTERN REGION
8888,2013,FEB,LIBERIA,,No significant developments are likely.,WESTERN REGION
8889,2013,FEB,NIGERIA,,No significant developments are likely.,WESTERN REGION
8890,2013,FEB,SIERRA LEONE,,No significant developments are likely.,WESTERN REGION
8891,2013,FEB,TOGO,,No significant developments are likely.,WESTERN REGION
8892,2013,FEB,ALGERIA,"During February, isolated mature solitarious adults were present in the central Sahara near In Salah (2712N/0229E). No locusts were seen near Djanet (2434N/0930E), Tamanrasset (  2250N/0528E), A  drar (2753N/0017W), and between Beni Abbes (3011N/0214W) and Tindouf (2741N/0811W).   ","As temperatures warm up in March, an increasing number of adults are likely to appear in the northern and central Sahara and breed on a small scale if rainfall occurs.",WESTERN REGION
8893,2013,FEB,MOROCCO ,"During February, late instar hoppers, ﬂ edglings and groups were present in the Adrar Settouf area of southern Western Sahara near Ma’Tallah (2223N/1502W) and further north near the coast of Boujdour (2607N/1429W). Immature adults and groups at densities up to 8,000 adults/ha were seen along the coast near Boujdour and between Dakhla (2342N/1555W) and the Mauritanian border. Some of the adults were maturing. A few small immature swarms up to 300 ha in size at densities up to 100 adults/m2 formed atmid-month near Ma’Tallah. At the end of the  month, a small immature swarm was seen near Bir Anzarane (2353N/1431W) and near Ma’Tallah. Ground teams treated 2,291 ha during February. In northeast Morocco, isolated mature solitarious adults persisted near Figuig (3207N/0113W) and B  ouarfa (3232N/0159W).","A limited number of adult groups my continue to form in the Adrar Settouf, slowly mature and lay eggs that could hatch and give rise to small hopper groups by the end of the forecast period. As temperatures warm up in March, an increasing number of adults are likely to appear along the southern side of the Atlas Mountains and breed on a small scale if rainfall occurs.",WESTERN REGION
8894,2013,FEB,LIBYA,No surveys were carried out and no locusts were reported during February. ,Scattered adults are likely to be present in the southwest where they will breed on a small scale if rainfall occurs.,WESTERN REGION
8895,2013,FEB,TUNISIA,No surveys were carried out and no locusts were reported during February. ,No significant developments are likely.,WESTERN REGION
8896,2013,FEB,SUDAN,"The situation worsened in February as breeding continued in coastal and subcoastal areas of the northeast and on the southern coastal plains near the Eritrean border where hopper groups, bands, adult groups and swarms formed. Mature adult groups and swarms were seen from the 10th onwards. The infestations in the northeast were concentrated in Wadi Diib and on the coast between M  ohamed Qol (2054N/3709E) and the Egyptian border; those in the south were between Adobana (1810N/3816E) and Karora (1745N/3820E) where ()more() egg-laying occurred late in the  month. A number of immature swarms mved from the northeast to crops along the Nile River, reaching Abu Hamed (1932N/3320E) on the 13th and Dongola (1910N/3027E) by the 23rd. Some of the swarms were maturing and laying eggs. Damage occurred to seasonal crops and date palms. One swarm was seen as far south as Ed Damer (1734N/3358E). Control teams treated 60,979 ha, including 39,570 ha by air, in February.",Small groups and swarms are likely to movefrom the northeast towards the Nile River and the southern coastal plains of the Red Sea. Breeding will cause locust numbers to increase in both areas with hatching and the formation of hopper groups and bands in March. All efforts are required to mnitor and control the infestations.,CENTRAL REGION
8897,2013,FEB,ERITREA,"During February, hopper bands of all instars were present on the northern coastal plains near the Sudanese border. Fledging occurred during the ﬁ rst week. There were indications of swarm activity on both sides of the border, and three immature and mature swarms were reported up to the 18th. A few swarms were seen coming from the border on the 22nd. No other locusts were present on the coastal plains except for isolated mature solitarious adults south of Mehimet (1723N/3833E).","Small groups and swarms will form on the northern coastal plains of the Red Sea, supplemented by similar populations from adjacent areas of Sudan. A second generation of breeding will occur near the border, giving rise to hopper groups and bands. All efforts are required to mnitor and control the infestations.",CENTRAL REGION
